1000 100000	
294	847	47
844	143	6
505	707	21
68	915	37
606	451	33
140	981	3
297	948	34
513	514	37
945	223	2
665	780	46
876	892	13
710	98	38
235	310	2
910	284	41
781	596	27
706	479	26
854	725	7
161	246	11
817	774	19
817	371	44
681	485	11
716	504	42
921	677	17
626	101	27
672	291	35
219	33	30
160	102	32
852	332	6
970	260	50
918	528	13
437	424	21
325	591	44
219	422	28
584	262	20
356	652	42
694	913	42
685	857	44
347	871	2
687	422	45
208	967	50
114	726	4
769	5	19
225	48	2
729	16	31
707	455	40
242	754	4
697	73	33
952	311	17
654	12	1
875	559	38
519	319	4
74	505	23
153	885	30
431	215	42
734	767	29
810	159	11
696	212	48
969	770	20
331	245	44
452	943	50
625	442	7
707	868	2
673	274	16
55	452	34
210	831	5
738	150	22
564	955	11
688	808	7
442	181	20
596	537	13
204	948	3
699	18	43
487	863	49
160	246	16
722	611	22
588	137	38
339	383	37
898	997	28
634	189	41
692	624	23
634	330	7
466	37	18
591	97	22
120	955	19
974	656	15
160	63	30
621	958	6
212	825	29
942	342	20
553	859	42
647	649	49
37	449	10
36	626	18
439	134	50
451	61	19
652	158	11
790	357	29
627	528	40
875	797	38
203	562	10
166	194	1
922	549	44
580	735	37
847	207	48
317	751	49
726	560	50
485	778	50
753	491	39
977	746	28
841	456	41
837	18	2
309	626	31
262	323	33
609	596	40
223	612	30
8	934	34
352	28	34
545	608	20
554	527	2
48	180	18
677	702	45
301	607	20
515	581	34
904	769	45
488	385	26
498	254	45
299	23	15
260	734	25
616	409	46
436	589	38
733	902	28
473	354	1
774	885	24
865	110	31
278	1	21
581	423	41
28	55	13
920	595	9
27	76	1
80	355	21
590	421	38
118	607	50
550	838	37
369	984	13
925	698	7
288	880	45
239	476	36
73	300	29
290	256	25
586	890	23
399	859	36
134	213	4
926	853	44
194	294	36
608	512	3
892	214	3
891	112	34
194	336	27
809	388	32
942	251	38
950	652	27
861	476	2
960	344	28
665	809	9
788	227	27
874	349	45
559	479	17
217	500	12
734	809	5
817	809	2
18	853	40
668	880	16
443	430	1
228	197	43
873	828	32
37	710	43
719	468	29
66	877	24
994	442	20
169	261	2
197	980	2
491	680	6
70	956	43
13	870	5
297	403	9
930	378	6
288	58	25
242	687	17
695	526	27
557	275	50
182	69	49
122	981	13
921	772	5
68	235	41
949	576	37
763	602	8
643	760	10
828	340	25
999	368	47
695	624	16
701	224	30
778	317	28
875	142	30
134	857	21
162	981	32
449	553	24
735	135	33
180	611	28
395	663	13
511	595	26
295	232	49
618	712	25
539	84	10
598	197	20
981	197	1
567	80	17
720	98	13
893	494	3
350	145	33
676	592	34
548	331	10
836	68	48
141	814	2
668	766	43
145	700	9
332	145	31
758	531	39
804	719	1
312	450	18
612	743	32
56	239	30
921	405	34
838	508	19
547	466	34
639	914	46
424	433	3
958	394	22
635	850	11
479	995	46
891	671	50
721	474	46
54	759	15
688	156	43
47	159	40
406	970	25
997	520	15
444	592	34
515	761	3
368	984	7
524	869	3
314	952	38
284	889	13
643	647	38
326	553	9
422	248	25
19	492	2
752	467	25
501	329	21
23	854	20
541	63	43
90	423	15
224	685	44
798	269	4
482	975	9
72	573	49
533	40	20
531	3	46
109	867	42
908	482	50
430	964	44
517	450	15
218	936	43
45	601	30
268	50	36
439	883	1
165	526	12
541	508	5
354	258	24
335	615	15
476	182	37
177	780	28
150	536	12
477	307	18
701	683	34
673	676	24
253	853	2
489	336	29
508	709	28
519	835	30
889	162	36
184	48	45
916	432	36
567	258	48
829	524	6
894	239	17
883	262	35
833	240	9
300	264	3
124	65	47
244	147	23
59	328	3
538	419	49
749	133	16
827	594	39
676	647	4
80	787	30
294	55	23
667	220	32
366	94	8
434	636	12
209	623	40
777	642	1
791	895	27
670	917	2
353	620	45
593	386	29
269	896	30
70	745	30
361	51	2
875	731	15
490	229	41
340	52	48
25	345	5
583	55	23
560	279	3
175	90	43
117	174	42
810	265	30
168	405	24
389	499	34
621	682	46
814	217	29
283	640	18
103	620	43
673	377	42
52	36	41
902	114	50
80	840	25
652	407	39
217	27	33
388	354	4
617	612	1
12	957	30
386	672	12
567	763	40
562	902	15
921	618	16
866	708	33
900	796	27
238	275	48
760	270	12
81	312	9
219	286	36
317	579	31
613	667	23
383	305	45
936	240	32
228	999	30
993	908	23
697	152	17
2	294	46
843	777	5
282	253	29
777	116	40
513	373	42
453	44	38
660	806	3
539	344	4
380	548	31
972	194	37
40	350	50
927	500	42
216	913	10
567	71	21
907	195	37
769	216	33
787	723	44
624	281	42
923	52	31
506	84	10
490	57	38
283	983	17
475	84	28
620	598	7
188	647	9
40	833	11
209	427	23
791	46	45
144	819	25
638	187	28
5	292	41
455	347	47
487	442	35
376	990	47
754	300	24
439	1	35
231	170	36
318	194	22
351	95	46
919	598	25
785	575	36
300	407	33
665	962	31
438	212	13
513	556	33
847	460	37
909	499	47
237	572	33
348	860	38
721	53	27
303	727	33
954	32	29
422	550	11
634	849	39
838	2	29
937	589	38
903	377	17
633	718	48
705	978	16
249	800	16
969	862	16
745	972	29
614	605	30
977	919	12
742	580	49
952	575	49
670	461	22
994	542	30
373	433	44
824	392	40
508	494	37
894	233	17
261	322	2
593	145	15
470	115	35
670	505	11
681	864	13
926	851	36
649	473	12
256	188	45
835	648	39
940	181	20
233	802	18
134	54	11
511	601	16
811	85	48
655	665	20
903	248	37
58	487	43
422	20	45
574	987	20
550	224	35
105	428	23
833	864	13
886	647	7
918	650	46
192	120	42
242	59	32
250	291	18
339	922	39
512	277	35
259	511	36
829	670	45
964	201	4
897	246	40
722	605	20
562	662	24
423	326	12
678	593	50
939	654	33
443	398	43
281	312	25
591	58	31
809	848	13
902	162	43
638	354	11
290	280	34
632	897	1
500	315	37
456	542	31
19	776	25
53	469	31
179	95	43
615	942	33
502	713	42
833	535	38
65	596	1
904	182	48
447	860	33
324	338	29
603	333	31
147	279	14
403	106	1
864	380	32
230	147	5
125	393	31
325	941	27
351	864	9
350	32	24
670	497	41
255	252	25
464	900	27
140	492	22
915	504	4
966	605	21
848	510	14
151	996	23
361	334	17
823	577	30
216	563	45
511	941	11
972	481	21
577	632	27
778	210	33
582	243	20
397	58	19
214	209	11
471	856	10
554	29	40
15	608	2
475	195	26
357	124	49
791	861	15
386	474	28
281	179	40
981	496	43
529	579	48
651	374	20
312	623	9
39	565	20
259	556	13
705	12	1
813	688	8
482	113	37
462	197	26
113	567	31
166	570	3
423	296	26
678	145	6
273	480	44
449	394	4
490	823	44
373	642	30
69	952	18
574	910	7
241	8	1
801	799	30
250	838	33
907	321	5
527	280	44
167	627	15
882	59	36
52	470	38
641	392	23
896	878	4
473	407	31
929	220	50
293	629	50
156	371	25
738	586	30
239	492	30
816	304	14
174	143	49
980	374	18
405	719	1
569	529	2
603	9	5
572	583	45
838	985	33
99	6	11
677	769	41
366	106	50
861	290	31
445	804	15
133	777	49
849	128	3
450	986	43
734	795	50
699	669	43
465	258	11
605	642	34
677	699	5
987	267	21
426	346	47
577	789	44
57	97	14
770	423	2
1000	378	50
203	744	39
666	778	35
711	516	50
330	52	47
866	293	18
287	348	44
206	456	48
860	240	12
769	987	28
4	381	24
600	77	22
883	678	5
175	781	5
322	469	10
331	713	34
645	87	24
692	893	25
420	493	24
14	84	9
185	451	40
83	958	13
454	5	23
201	867	46
745	614	2
948	632	23
527	323	14
602	587	2
599	292	49
483	579	22
464	76	37
916	136	33
735	670	25
834	569	14
611	867	27
73	427	3
791	802	38
588	812	43
46	229	8
712	959	49
907	334	2
353	460	27
40	841	33
250	428	41
845	213	4
450	769	20
886	497	32
833	417	22
468	602	33
898	959	23
591	852	3
186	37	16
288	207	30
555	509	41
497	585	50
414	260	23
14	599	43
680	969	11
250	23	31
3	897	13
130	378	16
247	115	47
972	286	22
793	903	12
827	467	26
448	200	18
602	272	40
714	274	20
764	391	7
421	736	36
398	135	12
951	305	41
972	65	47
321	458	45
254	930	47
704	103	25
88	253	2
86	873	1
448	791	12
993	458	8
610	241	38
578	389	3
333	514	37
187	807	10
759	182	2
768	755	33
467	761	46
649	469	50
296	45	5
847	211	10
604	283	36
714	586	8
837	145	19
485	459	6
593	873	2
224	264	38
478	737	15
116	419	49
460	747	44
327	616	11
390	922	45
348	690	17
325	454	20
654	781	19
898	164	15
949	386	2
795	716	12
1000	518	28
813	553	49
861	193	6
352	208	4
777	733	36
449	142	46
558	718	9
779	701	30
839	666	22
24	168	37
6	172	22
582	920	39
639	120	48
716	370	43
968	393	39
823	157	12
942	147	16
65	432	46
259	851	22
399	926	13
777	29	45
928	341	2
16	740	10
876	194	33
783	470	23
905	967	2
840	33	11
275	603	25
943	261	43
853	64	2
371	456	2
245	482	18
821	229	29
230	657	47
949	354	22
913	107	28
446	811	20
881	399	21
62	148	9
279	65	41
308	458	4
740	410	13
318	515	1
512	469	33
603	259	20
462	110	27
703	940	38
826	924	8
517	935	21
276	766	33
7	867	48
323	555	35
730	558	4
591	689	41
397	853	31
322	757	13
343	810	8
727	129	45
245	198	42
433	626	32
974	934	39
440	13	5
384	280	22
636	540	22
59	432	17
780	956	11
284	489	25
571	105	22
162	779	25
766	655	24
59	498	13
662	836	30
373	866	16
303	660	25
191	412	29
896	213	20
321	676	5
801	436	33
887	121	35
905	338	26
148	674	32
117	126	1
195	468	43
355	105	49
783	609	20
464	256	12
193	430	43
332	78	47
930	860	8
776	734	37
308	197	26
705	956	3
741	11	39
983	417	8
852	269	48
929	312	19
114	164	12
920	99	4
203	141	33
922	164	49
70	199	46
19	443	32
602	397	40
208	248	43
11	879	47
495	172	43
84	833	30
786	231	45
729	898	8
195	544	31
709	664	15
969	11	7
237	311	2
730	41	9
458	865	29
169	789	29
420	484	3
335	64	41
646	782	17
176	85	34
43	19	5
323	155	47
164	50	43
203	930	17
770	111	3
154	396	44
89	856	40
647	278	17
204	829	23
348	880	35
126	317	45
208	465	14
456	209	3
644	146	19
837	913	22
874	748	48
482	461	42
296	397	9
63	472	4
777	622	16
150	37	19
826	18	50
781	464	29
647	335	31
533	168	18
979	6	14
249	102	29
895	27	5
980	231	15
290	273	14
403	504	2
435	741	14
487	375	17
46	891	30
744	746	10
341	375	11
979	793	48
448	112	14
768	651	6
936	447	34
124	248	1
713	425	11
210	859	35
109	952	25
946	40	5
336	735	4
148	843	25
252	261	35
622	324	48
165	245	11
162	986	16
568	796	37
164	284	32
593	953	3
532	78	35
42	386	17
237	837	1
719	292	21
396	762	38
930	534	3
21	703	10
79	62	10
614	712	26
576	461	14
590	142	35
416	800	47
165	882	22
785	658	44
166	728	14
114	504	35
729	467	10
486	903	15
941	837	12
726	670	17
970	533	32
863	467	41
672	21	28
340	46	31
96	894	32
572	588	21
501	418	20
127	239	29
329	708	21
187	821	24
773	813	22
387	873	40
42	136	40
246	504	44
611	314	5
862	531	40
985	952	15
403	918	34
50	93	37
585	252	41
243	434	35
335	595	23
790	966	37
145	424	36
297	520	41
493	452	10
458	580	41
329	995	33
198	441	3
728	190	34
970	383	5
535	989	2
145	886	30
757	760	6
776	217	14
728	281	41
166	476	11
475	882	34
739	805	11
868	404	32
615	242	17
740	66	45
218	23	47
307	952	21
328	809	32
921	374	5
142	392	4
942	833	31
3	485	37
707	622	49
155	213	43
335	656	49
257	931	9
678	396	19
630	240	4
375	549	9
441	918	43
983	423	15
422	128	10
436	17	40
843	494	16
265	734	8
60	192	22
869	627	33
723	227	46
876	543	36
323	139	33
470	948	23
214	121	26
314	685	24
238	936	35
727	326	30
417	766	33
255	559	18
2	651	37
846	853	48
916	558	35
727	335	39
364	239	16
977	502	15
430	243	45
306	627	10
963	928	48
856	669	35
687	276	20
530	59	33
362	883	31
995	890	13
682	259	4
136	301	25
968	321	25
400	300	8
463	1000	4
545	717	42
915	254	39
121	941	46
805	618	49
677	366	43
653	877	23
327	993	9
232	192	12
425	507	29
912	846	2
55	420	20
868	379	12
328	547	39
336	85	35
897	211	11
101	420	14
211	269	33
489	477	44
635	663	41
82	407	19
373	605	47
142	350	29
277	364	16
381	425	2
661	555	49
329	297	41
589	142	46
723	299	14
881	625	13
901	662	8
313	727	32
893	830	5
492	893	21
488	383	19
501	127	2
661	505	46
353	70	37
960	824	1
403	744	21
779	487	25
531	413	13
484	199	27
925	423	24
460	60	21
158	446	42
608	23	41
408	536	46
816	158	13
11	437	44
91	229	25
95	15	36
116	990	40
533	134	32
8	22	5
503	229	29
100	834	49
571	105	14
15	873	34
281	459	24
286	84	4
101	701	29
104	801	18
97	779	35
851	752	6
126	631	17
605	822	20
895	415	8
15	442	30
453	599	36
33	426	2
296	735	2
197	507	30
45	433	50
851	16	1
167	593	49
474	832	7
248	385	10
901	309	44
65	957	29
360	548	15
640	64	12
474	865	29
696	186	43
428	125	38
97	217	11
311	972	6
607	626	25
714	981	6
900	566	19
556	102	16
692	224	27
874	146	20
757	935	19
477	951	3
385	185	23
716	966	1
399	304	18
477	407	38
522	449	14
408	332	33
326	522	18
848	193	7
524	201	38
653	630	4
347	698	40
188	425	17
558	316	4
948	804	13
884	909	45
239	702	33
39	984	48
344	826	22
313	388	2
235	937	26
103	844	40
123	145	21
295	240	48
134	697	37
431	318	33
238	360	37
785	557	48
109	143	30
454	784	6
617	788	11
915	395	50
768	207	15
190	477	3
136	551	39
697	213	34
514	171	36
480	274	7
301	270	8
587	951	25
705	830	48
196	775	9
387	37	23
735	515	9
864	528	43
935	720	36
145	213	11
124	422	35
212	726	12
100	636	7
217	69	9
230	19	32
24	84	19
436	199	10
472	223	30
538	196	22
913	452	15
454	970	42
168	335	46
948	540	34
659	130	11
311	711	17
526	630	36
502	272	26
322	647	29
522	882	31
918	499	27
877	467	41
482	616	12
285	557	37
333	337	6
526	228	4
850	605	11
835	789	34
553	421	2
169	893	37
436	614	43
622	330	36
20	201	38
645	347	31
500	653	46
880	348	10
808	501	50
645	5	1
139	529	20
814	96	6
556	770	16
475	298	18
879	780	12
549	65	34
606	14	18
202	109	12
345	859	43
308	75	24
600	455	38
247	680	11
966	678	31
439	654	7
515	852	32
289	287	7
217	229	27
79	871	48
122	491	14
308	634	21
683	860	24
137	629	18
109	775	48
678	934	30
879	379	23
80	825	7
32	306	31
143	597	25
573	191	37
441	12	3
545	635	38
804	288	14
648	362	4
502	873	45
263	236	42
4	966	9
516	834	46
117	570	17
326	593	25
895	691	27
841	106	46
404	57	36
10	966	48
56	565	35
810	216	48
61	789	8
666	609	45
788	764	38
186	121	29
547	386	2
887	894	3
502	460	9
337	113	19
637	369	16
129	582	9
575	766	23
222	384	35
463	641	30
569	324	2
726	50	3
549	237	11
533	153	5
969	426	20
624	216	50
196	529	26
2	743	12
755	520	1
617	754	23
689	202	10
781	85	43
990	506	50
462	543	26
260	957	25
330	43	34
586	277	18
373	195	7
625	963	2
57	645	35
701	324	47
444	413	6
230	497	12
630	924	6
582	384	30
335	178	19
569	345	25
706	104	25
527	934	48
566	896	15
859	142	42
868	77	42
327	106	15
84	20	7
685	416	38
587	684	5
907	334	5
295	984	39
760	912	29
113	423	14
147	981	38
214	193	27
154	262	13
679	924	13
922	785	17
363	745	4
602	121	17
853	276	9
958	526	44
579	19	18
393	417	8
609	202	27
712	564	44
122	848	11
180	971	49
844	11	17
631	100	19
482	382	43
928	1000	34
240	900	44
156	372	44
635	995	13
752	523	3
788	785	31
730	710	32
365	635	2
892	422	6
706	938	20
544	579	12
415	944	39
256	966	49
636	795	11
446	465	34
792	583	11
28	792	18
712	62	18
219	655	21
825	273	46
353	859	48
288	509	38
10	473	33
421	141	11
93	980	23
268	995	34
605	819	44
831	193	35
779	731	35
383	309	10
883	745	50
865	521	20
765	752	23
45	243	7
117	847	22
699	733	39
437	248	1
118	607	33
654	409	1
132	192	49
554	14	33
683	932	38
261	188	46
418	968	50
216	203	42
58	980	6
769	234	42
508	632	27
966	521	37
613	940	24
54	656	25
296	441	24
887	240	10
438	50	46
88	30	27
731	290	28
542	426	48
318	255	2
436	265	36
833	732	48
734	75	27
701	210	7
738	66	49
576	749	50
88	784	3
150	299	23
950	348	5
109	497	36
142	828	11
671	265	45
580	741	22
580	739	22
973	679	28
823	256	18
969	316	21
67	556	14
637	322	49
488	751	12
502	821	2
979	102	29
109	551	8
876	209	42
803	992	33
173	122	25
289	917	46
105	575	23
243	524	41
280	834	38
665	977	9
223	628	47
985	248	48
921	831	32
570	430	45
860	114	23
168	883	39
212	895	49
165	594	38
880	79	23
183	836	37
519	587	39
719	999	14
342	980	44
721	244	40
813	179	47
44	844	16
737	295	7
77	926	23
159	952	26
226	402	34
333	678	3
944	871	24
186	70	32
992	351	28
31	821	17
555	110	36
948	863	11
776	74	28
337	715	14
775	360	4
322	589	42
88	908	1
994	425	22
548	803	45
919	908	27
152	433	17
51	148	8
416	825	25
444	906	48
889	620	48
577	679	5
497	545	46
175	726	3
60	182	34
918	317	25
911	185	47
377	627	16
475	159	15
396	426	25
686	92	14
616	947	1
306	575	18
131	282	33
186	785	34
283	425	30
669	993	41
205	30	46
53	513	34
685	677	3
976	879	50
683	94	20
663	48	13
178	472	20
62	670	38
852	652	6
237	947	7
372	669	29
386	509	22
8	45	7
81	330	40
895	485	24
648	556	25
148	538	16
776	639	12
920	377	11
551	408	13
965	280	10
739	617	45
839	300	11
869	624	40
821	110	17
669	536	44
428	526	30
797	414	33
594	497	43
755	550	32
829	737	16
702	769	32
759	540	30
206	147	28
762	856	41
894	234	11
425	740	21
353	182	14
357	762	37
426	127	49
626	807	30
254	840	24
307	517	18
471	558	11
721	753	22
428	941	50
324	298	7
240	179	1
714	542	11
627	148	46
247	83	39
686	125	16
59	726	38
63	502	16
433	823	31
814	9	27
974	303	6
177	566	1
997	721	2
412	403	8
736	42	31
495	272	15
384	877	26
147	620	26
272	70	31
399	256	13
105	270	39
262	225	27
692	255	40
658	541	6
495	245	10
355	133	38
339	819	6
309	539	43
421	546	8
37	951	30
63	104	46
932	459	22
12	611	46
634	924	1
968	870	25
56	606	17
235	985	49
158	756	27
505	891	40
952	732	33
298	269	18
381	520	8
678	379	3
734	137	6
2	137	18
70	646	15
309	931	20
77	432	18
444	670	25
779	625	25
953	187	1
451	823	23
228	671	14
522	84	46
463	833	47
272	956	47
529	565	37
171	566	23
915	344	9
790	493	36
399	208	25
273	378	16
139	493	35
12	26	36
736	469	46
33	921	46
837	602	40
881	373	29
20	705	8
371	960	25
989	712	4
424	988	6
931	219	6
12	954	35
228	829	16
261	181	6
475	228	30
455	843	13
297	917	36
953	954	35
995	299	47
399	497	24
4	114	7
390	354	16
317	185	30
709	659	14
531	490	19
373	152	48
832	174	1
391	179	22
65	908	36
509	400	34
833	898	25
958	635	29
633	561	27
999	533	1
248	726	38
374	323	32
951	513	10
1	823	45
365	111	38
486	456	33
202	663	25
644	557	30
923	235	15
942	338	34
121	75	17
472	563	12
782	747	16
361	920	7
15	630	41
986	705	32
70	557	28
580	673	30
975	524	43
890	53	45
875	78	17
310	298	20
630	46	3
974	973	27
134	936	21
216	781	6
503	495	15
168	580	29
152	217	33
721	848	28
460	631	45
486	885	13
13	789	45
291	618	31
168	553	23
203	193	47
496	876	2
621	781	29
136	861	7
249	561	2
909	833	39
909	271	5
558	572	13
636	594	30
618	225	10
938	489	24
410	937	5
733	351	20
865	647	12
206	992	31
253	492	42
95	600	34
736	831	5
444	186	30
220	513	32
784	755	26
979	983	17
872	970	14
879	222	12
430	174	18
108	228	34
617	792	35
224	880	30
351	42	48
188	688	43
400	416	48
74	177	31
32	820	12
717	374	11
127	984	44
25	218	23
220	497	35
695	362	11
741	548	47
315	247	10
189	772	18
397	206	20
859	781	31
639	850	40
633	63	11
793	12	34
570	287	28
488	466	15
577	919	2
584	135	48
170	381	40
648	435	28
818	746	21
891	260	31
5	813	20
694	118	26
139	49	30
699	207	27
907	677	34
773	879	49
961	131	36
800	988	34
11	347	45
748	162	24
775	481	43
827	688	16
475	150	31
984	380	11
236	889	2
31	260	13
538	702	45
132	56	40
493	397	27
415	902	41
726	924	4
273	992	24
602	498	4
966	414	14
485	469	9
613	584	37
268	842	28
49	153	1
949	778	39
623	930	23
735	562	45
211	761	28
527	4	18
439	519	38
299	211	34
646	192	10
74	822	4
255	359	35
112	748	36
371	187	13
286	513	2
111	976	2
858	620	37
659	513	37
716	944	9
558	782	20
628	19	2
509	163	32
119	322	19
861	289	11
322	290	37
333	532	47
13	282	35
388	736	27
712	657	10
160	571	2
684	622	42
846	335	33
587	458	16
925	514	4
912	904	35
432	34	49
678	461	37
570	765	6
482	301	35
987	253	15
427	189	22
315	352	14
627	100	19
999	970	4
525	25	9
688	495	12
68	776	13
668	240	31
10	987	37
336	337	2
266	171	1
628	287	19
163	997	12
122	835	42
949	85	17
176	28	16
396	263	49
805	803	7
970	111	26
282	214	43
129	227	15
986	279	38
503	366	33
439	775	35
595	525	37
63	663	21
679	603	29
521	945	11
192	550	42
508	482	2
886	654	20
200	725	12
759	924	36
799	950	34
680	325	47
511	435	34
932	310	22
557	400	9
885	509	44
708	945	12
88	570	15
617	594	6
313	959	28
924	944	42
87	687	37
756	365	35
499	203	17
407	8	6
964	2	48
742	798	3
177	822	45
991	330	43
220	795	18
491	233	23
490	137	26
28	792	19
233	845	5
894	671	6
736	914	38
783	656	24
143	59	44
566	115	21
232	72	25
788	581	49
815	661	31
878	374	5
868	226	6
24	554	6
318	900	41
380	549	16
194	926	24
285	609	7
758	141	28
443	597	2
521	948	49
915	125	13
818	250	13
64	758	24
947	293	26
945	553	19
507	602	31
428	687	28
857	745	24
131	79	38
612	608	36
372	628	41
672	384	20
762	827	28
532	946	20
726	967	23
406	699	38
916	256	41
16	185	21
14	884	50
270	694	47
100	410	3
487	6	25
9	994	42
592	598	6
557	803	16
49	95	41
974	990	28
232	427	4
227	94	2
553	85	12
102	981	2
347	986	2
938	294	1
631	480	16
259	989	48
26	139	19
636	219	43
928	669	50
282	761	42
878	155	6
529	197	4
967	845	33
790	185	10
844	887	22
395	488	5
654	925	17
925	865	37
813	192	32
34	855	47
712	563	43
834	545	40
625	64	50
610	538	3
115	409	22
594	929	49
555	248	6
860	690	39
474	422	46
144	444	4
547	400	31
26	503	19
997	705	37
257	743	34
848	326	50
622	767	16
67	180	39
327	908	1
631	565	1
911	967	13
465	956	18
33	423	20
30	290	7
576	533	44
561	374	48
859	242	32
809	416	46
117	963	20
154	223	34
2	665	2
148	563	9
65	943	42
55	708	19
823	74	6
188	679	48
151	477	45
265	776	11
318	423	2
188	610	49
854	360	12
799	696	35
592	760	11
207	555	10
372	373	26
655	779	31
152	947	18
911	541	38
901	418	47
205	871	15
526	716	28
421	826	26
833	837	45
900	264	20
693	882	6
680	523	1
112	96	48
806	51	37
104	828	44
140	594	6
134	428	35
617	925	32
504	136	42
1000	932	40
924	876	43
159	123	26
260	678	17
400	845	49
183	356	4
289	422	28
247	409	1
937	558	33
66	33	12
526	949	46
